video_id,title,published,views,tags
MTJbnrTd5OU,"Ghana's former president Mahama wins election, officials say | REUTERS",2024-12-10T01:06:04Z,7775,reuters|news|world news today|breaking news|news today|reuters youtube|markets today|streaming|live news|latest news|headlines today|world news|news today usa|reuters news|headlines|world|regional|politics
NtNDAdhSM_I,Election 2024: Dr. Zanetor Agyeman-Rawlings retains Korle Klottey seat,2024-12-08T10:31:45Z,7769,Ghanaweb TV|Ghana|web|Africa|GhanaWeb|Ghana News|news|ghananews
8pGraaAZhGc,"Ghana Elections: Another Remarkable Feat in 2024. MEDAWASI O, GHANAIANS!!!",2024-12-11T17:14:08Z,7634,
ESc2m50gfho,Elections 2024: NDC win BREAKDOWN🔥 - Yaa Brefo Interview - NPP blames Akufo Addo - Mahama VS Clergy,2024-12-11T12:09:24Z,7486,John Mahama|Ghana news|Ghana videos|Nana Yaa Brefo|Ghana|Ghana Politics|Akufo-Addo|Ghana elections 2024 results
h6kINou7TnM,John Mahama Wins the 2024 Ghana Elections as Prophesied || Apostle Kenneth Njume,2024-12-09T17:05:38Z,7420,Apostle Kenneth Njume|Word and fire ministries|Word and fire ministries international|Apostle Kenneth|Apostle Njume|Kenneth Njume|Njume|Mama Bella Njume|Mama bella|Bella Njume|Deliverance|healing|prophesy|end time|end times|testimony|testimonies|pastor bella njume|DOMINION|Apostle johnson Suleman|celebration tv|omega fire ministries|HOLINESS
KDi4e-Uhw70,Election 2024: NPP group warns against electoral disturbances in Ashanti Region. #ElectionHQ,2024-12-04T17:04:55Z,7400,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
TtQnMuM6qT8,"#Election2024: Akufo-Addo votes, says the election is going “very well”",2024-12-07T13:37:55Z,7280,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match|TheDayShow|ShowBiz360|TheDayShow With Berla Mundi|TV3TalentedKidz
oREMGbNtRSg,7th December 2024 Ghana Presidential Election results who won? 😎😂#ghana #elections2024 #Npp#Ndc,2024-05-27T14:54:04Z,7085,
tT4JWDVtvlo,Election 2024: EC asks for patience as it prepares to declare election results,2024-12-09T04:15:12Z,7060,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
jPiIiSc4hT4,Election 2024: Bawumia is the superior choice in the presidential race - Akufo-Addo | Weekend News,2024-12-01T14:28:54Z,6849,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
6CZO30ee1u0,LIVE: Counting of Polls for Ghana Elections 2024 Starts Trickling In,2024-12-08T07:57:19Z,6725,kennedy Agyapong|show down kennedy agyapong tours USA|Kennedy Agyapong exclusives interview
RPN6IwZU5qA,Ghana Election 2024: Former President John Dramani Mahama Claims Victory | Subscribe to Firstpost,2024-12-09T11:44:53Z,6575,firstpost|ghana|ghana elections|ghana elections live|ghana elections 2024|ghana elections 2024 live|john mahama|john mahama news|john mahama wins elections|john mahama latest|john mahama updates|john mahama live|john mahama election victory|john dramani wins election|ghana election victory|ghana election|ghana election 2024|ghana election 2024 live|ghana election 2024 live updates|ghana elections 2024 updates|ghana election news|ghana election update live
fSDxLbO0XNI,What really happened at the 2024 Ghana Elections 🇬🇭 🗳️,2024-12-12T13:06:00Z,6429,Ghana Elections|Ghana Elections 2024|Mahama|John Mahama|Bawumia|President Nana Addo|President John Mahama|President Bawumia|Election 2024|Npp|Ndc|Npp vs Ndc
1HDV9CKkjpk,Election 2024: John Mahama criticizes Ghana's judiciary for lack of independence. #ElectionHQ,2024-10-31T12:31:49Z,6381,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|Chieftaincy|Ghanaian lawyers|Economy|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Ghana International News|joy News|Galamsey|Illegal Mining|Mining|Akufo Addo|Chairman Wontumi|Wontumi|Water bodies|Illegal Miners|Locals|Rivers|Densu|PNC
oELY2XUhZWA,Ghana Election 2024 #voting,2024-12-07T09:23:37Z,6205,#ekuonabatv|#ekuonaba|#net2tv|#ghanacelebrities|angel obinim fire burn abroso house|osei kwame despite|ghana news|ghana celebrities|ghana funeral|fada dickson|tracey boakye|kennedy agyapong|the seat show|rev. obofour|daniel obinim|florence obinim|ebenezer opambour yiadom|ghana churches|bedu kobi|nana mcbrown|naana brown|afia schwar|2muchgh|duncan williams|osei despite|cars|ghana buildings|owusu bempah|nigel gaisie|john mahama|ndc|npp|kumawood|mzbel
c6NJ5u9v_Zc,"What I Saw In Ghana's 2024 Elections- Prophet Akowuah Goes Deep; Cheddar's Fate, Ken & Wontumi Next",2024-10-13T15:57:56Z,6088,ALPHA HOUR|GHANA CHURCH SERVICE|ghana election 2024 prophecies
QIluqpBfHig,The 2024 Ghana Election: Why this election is so important for democracy in Africa | LSE,2024-12-03T09:30:08Z,6008,LSE|London School of Economics and Political Science|London School of Economics|University|College
Osoxy21bYdI,Ghana Election 2024 Live | Ghana Election Rally | NDC Rally In Legon Madina Ahead Of Election | N18G,2024-12-06T02:35:34Z,5793,ghana elections|elections|election|ghana politics|elections ghana|ghana elections 2020|ghana election|ghana elections latest|election ghana|ghana election 2020|ghana presidential elections|election 2024|ghana presidential election|ghana presidential election 2020|ghana elections 2024|2016 ghana election|matters arising in ghana|ghana election updates|ghana election results|ghana political issues|by election|ghana presidential elections 2016|cnn live
H0lCbVc5No8,John Dumelo wins election 2024 #johndumelo #ghanaelections #shortsvideo #ytshorts #shortsviral,2024-12-08T02:05:56Z,5769,
sWSMFCyD8B8,Election 2024: EC suspends Ghana Card and guarantor system for upcoming elections |Election Brief,2024-03-07T16:12:59Z,5680,Political Issues|Ghana Politics|Matters Arising in Ghana|CPP|NDC|PPP|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|Headlines|News in Ghana|HomePage|Ghana|Ghanaians|Election 2024|Politics|Election Brief|EC|Ghana Card|Elections|December 7|John Kumah|Deputy Finance Minister death|Majority|Ejisu Mp|NDC Running Mate|Prof.Jane Naana Opoku Agyemang
K_zivUwsrP8,Aftermath of the election 2024: Some youth besiege Ghana Gas Office | Joy News Prime (10-12-24),2024-12-10T21:37:41Z,5639,Aftermath of the election 2024: Some youth besiege Ghana Gas Office | Joy News Prime (10-12-24)|Asogli Power Plant|Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|John Mahama|Napo|IGP|Chef Justice|nana addo akufo|recall of parliament
WTHzSvdjhCQ,Election 2024: Military allegedly called in by police to calm tension at the University of Ghana,2024-12-07T15:44:52Z,5624,NPP|NDC|Election 2024|Election Headquarters
SAXLsUPUpis,Ghana election: Polls close in smooth voting day with few incidents - BBC Africa,2024-12-07T19:46:00Z,5566,BBC|Africa|bbc africa|bbc news|africa news|bbc africa news|Ghana|ghana election 2024|Ghana election|ghana polls closing|ghana voting live today|ghana elections 2024|ghana election 2024 polls|ghana election|ghana election 2024 update|Ghana voting
MZP0HBOPWAw,"Vote Sorting, Counting Begin As Ghana 2024 Election Polls Officially Close",2024-12-07T22:15:34Z,5450,tvc|tvc news|tvc news nigeria|top nigeria news|latest nigeria news|9ja news
sTpEdfwCgwc,ELECTION DAY 2024: FUNNY MOMENTS.  AN MP WATCH AS A VOTER VOTES. 🤣🤣😂😂😂,2024-12-07T11:26:33Z,5444,
VjRVRql1lzk,#FlowYourMind: Who will you vote for in the 2024 general election?,2024-02-27T09:57:12Z,5309,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|Onua FM|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match
wdnODdAGDlA,We are winning the Presidential Election - NPP Ready for #GhanaPOlls2024,2024-12-06T20:55:50Z,5200,Channel1News|ChannelOne TV|GhanaNews|Ghana|News
os7AAcFPEMQ,"Ghana - Présidentielle 2024  : 18,8 millions d’électeurs appelés aux urnes",2024-12-08T11:31:32Z,5165,
yybX7jWmHMw,Election 2024: Mamobi NPP-NDC Clash: John Mahama doubts that perpetators will be punished.,2024-10-14T21:46:46Z,5138,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|Chieftaincy|Ghanaian lawyers|Economy|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Ghana International News|joy News|Galamsey|Illegal Mining|Mining|Akufo Addo|Chairman Wontumi|Wontumi|Water bodies|Illegal Miners|Locals|Rivers|Pra|Densu|NDC|Electoral Commission|NSMQ
oeIQ9dxDyUQ,LIVE: Counting of Polls for Ghana Elections 2024 Starts Trickling In,2024-12-07T20:46:02Z,5057,kennedy Agyapong|show down kennedy agyapong tours USA|Kennedy Agyapong exclusives interview
WTdk2DbgXgk,Elections 2024: A woman with stroke votes - Jane Naa votes in Komenda - A policeman sleep on Ballot,2024-12-07T12:18:45Z,4901,Jane Naana Opoku Agyemang|Ghana news|Ghana politics|Freemind Family Ghana|Ghana elections 2024
z_HCVaf5Vt4,Election 2024: Presidential candidates to sign peace pact today | The Big Stories,2024-11-28T10:19:25Z,4795,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Business|Election 2024
foJ1ZZNtCnY,Election 2024:John Mahama expresses concerns over Ghana's democratic decline | JoyNews Today,2024-10-31T13:47:03Z,4686,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
aAb5VV6Yit0,"2024 Ghana elections winner declared! ""NPP will come back to power"" - Prophet Victor Kusi Boateng",2024-06-25T03:04:55Z,4669,
TbH1qf0t2ho,Bawumia to win 2024 elections; Analysis of Prof. Smart Sarpong's polls,2024-11-22T07:52:37Z,4404,Smart Sarpong|Professor Smart Sarpong|Bawumia|Mahama|NPP|NDC|Ghana|Ghana elections
DHbclNSgr8M,Nigerians🇳🇬 Reacts To GHANA🇬🇭 Peaceful Elections compared to NG🇳🇬 Election #ghana,2024-12-09T09:09:39Z,4351,ghana|ghanaversenigeria|nigeriansinghana|ghanaelections|ghanaelections2024|ghanadecides2024|johnmahama|nanaaddo|livinginghana
OtbyMZB2Iso,"2024 Elections: education, employment, & healthcare, top concerns for voters ||Ghana Tonight on TV3",2024-10-25T01:30:58Z,4264,3NewsTV|3NewsGH|3News|TV3 News|TV3 Ghana|Community Manifesto|TV3 Community Manifesto|Tv3 NewDay|TV3 Big Issue
oJEusZ_xjZI,Election 2024: $11.5 billion could have transformed Ghana into Dubai - Mahama,2024-12-03T13:11:37Z,4241,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
5lmLscqPSwk,Election 2024: Electoral Commission provides update on December 7 elections,2024-11-12T11:35:15Z,3944,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
qSCMdUDG13E,Election 2024: December 7 election is mainly about Ghana's youth - Miracles Aboagye | AM Show,2024-11-04T11:52:08Z,3887,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Election 2024|NDC
8Mu0N_DWpo0,"Election 2024: EC accepts re-collated results of Suhum, Akwatia and Fanteakwa North | News Desk",2024-12-20T13:03:57Z,3839,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
Fb0GOJiJsnE,Ghana's 2024 Election Results: What Nigeria and West Africa Can Learn,2024-12-14T14:27:25Z,3818,News Central|Ghana elections 2024|John Dramani Mahama victory|West African democracy|Ghana political landscape|election violence Ghana|NDC election win|election security Africa|West Africa elections|ballot irregularities Ghana|Ghana electoral commission|political lessons for Africa|Nigeria democracy lessons|voter engagement Ghana|African election challenges
eiJAKXaznJc,Ghana we want peaceful elections 2024 #shattawale #2024elections  #youtubeshorts @Shattawalegh,2024-10-15T23:20:23Z,3796,
USmvc2-994k,🇬🇭 2024 Election Results - be peaceful whether NPP or NDC #ghanaelections #ghanaelections #nppndc,2024-12-09T19:33:24Z,3732,
LvXbkPoGEKE,Election 2024: Ghana Police warns of using force to manage election chaos | The Pulse (21-11-24),2024-11-21T17:15:11Z,3721,Election 2024|Politics|Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
A7TP5r-Ps2c,Election 2024: Mahama is a failed president; give Bawumia a chance - Akufo-Addo | Election Brief,2024-11-25T14:48:08Z,3703,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
J9V1FlNuWXY,Election 2024 and Polls || 2nd December,2024-12-03T02:06:54Z,3674,Ghana|#GBCGHANAONLINE
Dnp2RGaJqU8,Polls close in Ghana elections dominated by economic woes,2024-12-08T06:00:10Z,3630,Accra|Al Jazeera|Al Jazeera English|Ghana economic crisis|Ghana economy|Ghana elections|Ghana inflation|Ghana legislative elections|Ghana parliamentary elections|Ghana politics|Ghana presidential election|Ghanaians vote|John Mahama|Mahamudu Bawumia|NDC|NPP|National Democratic Congress|New Patriotic Party|Politics|Polls have closed in presidential and legislative elections in Ghana|Unemployment|legislative elections|polls close in Ghana|youth unemployment
Sy8ZwKmCxa0,Election 2024: At least 9 persons turned away over missing names in voter list,2024-12-02T20:22:28Z,3610,Zenator Rawlings|Nii Noi|Korle Klottey|NDC|NPP|Special Voting|Election 2024
a80K1UXrY8o,"Ghana Elections 2024: Bawumia, Mahama and other presidential candidates sign peace pact",2024-11-28T20:49:52Z,3608,Graphic.com.gh|Daily Graphic|Newspaper|Ghana|Graphic Online|Ghana entertainment|Ghana News|daily graphic newspaper|Ghanaweb
yvBnZx4-KvY,Election 2024: Nyaho Nyaho-Tamakloe calls for Ayawaso West MP's arrest and withdrawal from race.,2024-12-04T16:39:28Z,3604,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
UOj1RUgINU0,"Prof Stephen Adei on election 2024 fallouts, ORAL and Mahama's 2nd coming | Hot Issues",2024-12-22T16:05:43Z,3594,3NewsTV|3NewsGH|3News|TV3 News|TV3 Ghana|Community Manifesto|TV3 Community Manifesto|Tv3 NewDay|TV3 Big Issue
oWwI1H3fetg,Election 2024: John Mahama accuses NPP of neglecting Ashanti Region despite strong support,2024-12-02T12:57:44Z,3372,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
WDbEWFg49Kc,Election 2024: I didn't lie my way into power - Akufo-Addo tells Mahama,2024-11-26T21:01:01Z,3320,John Mahama|Election 2024|NDC|NPP|President Akufo-Addo|Heaven|Dumsor|Power crisis|BVDs|George Dampare|Ghana Immigration Service|Ghana Police|Voters Register|Jean Mensa|Agenda 111|Dr. Mahamudu Bawumia
olzcDYd5IAs,"Ahead of Elections 2024, the Archbishop Nicholas Duncan- Williams has a message for all politicians",2024-08-15T12:06:59Z,3223,Shorts|Trending|HappeningsinGhana|Flood|Ho|Volta Region|Ghana News|Current Events|Exclusive Interviews|Local Insights|Community Updates|African Affairs|Breaking News|Ghanaian Culture|Top Stories|Top Stories in Ghana|Dr. kwame Nkrumah|COST OF LIVING GHANA|ATTORNEY GENERAL|HAPPENINGS IN GHANA|KWAME NKRUMAH|NKRUMAH LEGACY|ELECTION 2024|JOHN MAHAMA|UPSA|Sheldon|Level 100|Mahama|Bernard Avle|The NDC|#viralvideo|NAPO|National Cathedral|Code Micky
dNUgKg2Ivxo,Ghana Elections 2024: EC Yet to Declare Winner | Dr. Bawumia Concedes Defeat and what’s at stake?,2024-12-08T14:44:39Z,3192,santasi to bekwai roundabout|airport city kumasi
J1eZRmJvCr4,Election 2024: Campaign Songs and their influence on Ghana's Elections,2024-12-04T13:43:05Z,3116,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
R5ZcmuVwwQc,Election 2024: Special voting underway in Eastern and Western regions,2024-12-05T09:37:56Z,3060,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
3Gu23iOnlkc,Ghana elections Prophecy 2024,2024-08-28T06:28:33Z,3021,Ghana latest news|Ghana President|coup in Ghana|COUP|Prophetic class|prophetic school|Gays in church|lesbian in church|gay|lesbian|Instant healing|Prophetic|Prophet Uebert Angel|Prophet Emmanuel Makandiwa|Tudor Bismark|Prophet Magaya|Prophet Passion Java|Miracles|Manasseh Jordan|Prophecy|Bishop Noel Jones|Tudor Bismak|Prophet TB Joshua|Testimony|ZimPraise|Apostle Java|Prophet manasseh Jordan|Spirit|Faith|Edd Branson|Spiritual|Chivasa|TB Joshua
-MbGqBY73wI,Election 2024: NDC to hold final rally in Madina ahead of Saturday's polls | JoyNews Today,2024-12-05T14:12:46Z,2966,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
a2W5cSNI21s,I did not lose the 2024 general election because I'm a Muslim - Dr. Bawumia.,2025-04-23T21:31:28Z,2949,The Pulse|Tamale Teaching Hospital|NDC|NPP|Politics|Ghana|OSP|Chief Justice|Bawumia|GMA condemns dismissal of TTH CEO|demands apology from Akandoh | The Pulse (23-04-25)|I did not lose the 2024 general election because I'm a Muslim - Dr. Bawumia.
BJk4rJDQD7g,Ghana Elections 2024 | ACEYE's Public Policy Value Rating | Manifestos | NPP/ NDC,2024-12-05T10:56:16Z,2938,
vKznd1mLDfI,GHANA ELECTIONS 2024 DAY1: MISCONDUCT BEGINS. EVERYONE MUST WATCH OUT. EVIL DOERS AT WORK.🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭,2024-12-07T11:10:00Z,2895,
wclRTBhcgcs,#Election2024: Ensuring smooth governance: Inauguration of the 2024 Joint Transition Team.,2024-12-11T17:51:44Z,2847,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match|TheDayShow|ShowBiz360|TheDayShow With Berla Mundi|TV3TalentedKidz
C-NQQDrde3Y,JOHN MAHAMA WINS 2024 ELECTIONS IN GHANA #Mahama #Johnmahama #NDC #Ghana,2024-12-08T13:10:00Z,2838,
sGdN2FQF_EI,Election 2024: President Akufo-Addo puzzled at Mahama's 24-hour economy policy | AM News,2024-12-04T07:09:49Z,2772,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
d8Eck0bcCMY,Election 2024: Nana Kwame Bediako pledges to transform Ghana through industrialization.,2024-11-26T13:36:28Z,2765,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Election 2024|NDC|NAPO|Bawumia|Mahama|Opoku Prempeh|Akufo Addo
jX85mpAxqkQ,2024 GENERAL ELECTIONS ARE OVER. PARLIAMENT OF GHANA MEET TODAY.,2024-12-16T18:15:02Z,2760,
gDPoxluklMA,OMG!😱Dangerous prophecy about Ghana’s election. Prophet Ubert Angel finally says it!!😱🔥🔥🔥🔥,2024-12-01T14:07:47Z,2756,Ghana|Election 2024|2024|Ghana election 2024|Electoral commission|Ghana election|John drama I Mahama|Ndc election|Kwadwo Sheldon videos|Kwadwo|Kwadwo Sheldon|Zionfelix|Ghpage tv|Gh2page tv|United|United showbiz|United television|Despite media online|Utv Ghana|Utv Ghana online|Magreheb tv|Kwakwu Manu interviews|Delay|Delay interview showboy|Showboy|Showboy interview|NaNa amamcbrown
XZNSEFI1SPw,"Election 2024: GA Mantse supports Bawumia's land pledge, proposes social contract",2024-11-29T13:11:49Z,2608,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
FKCkGuRXcMk,2024 Election Ballot Order for Ghana,2024-10-04T08:46:26Z,2582,
LnaYgiPtpvI,2024 Ghana Election Polls. Vote and win Cash,2024-09-07T11:27:19Z,2545,2024 Ghana election|Ghana election polls|Vote npp|vote Alan|vote Cheddar|vote ndc
T6x5Ny-8Sh8,"""Former President Masisi Leads Commonwealth Observers in Ghana's 2024 Elections",2024-12-06T23:16:29Z,2542,Ghana Elections 2024|ormer President Masisi|Commonwealth Observer Group|Election Observation|Ghana Democracy|Free and Fair Elections|Election Monitoring|International Observers|Ghana Politics|Election Transparency|Democratic Process|Election Integrity|Voting Day|Electoral Commission|Ghana News
GCuesnaG9eM,Election 2024: Follow Bawumia's example - Afenyo-Markin to NDC supporters,2024-12-12T22:36:06Z,2538,Electoral Commission|NDC|NPP|Frank Asiedu Bekoe|Suhum|Afenyo-Markin|Jean Mensa|John Mahama|Tesano Police Training School|Election 2024|Dr Bawumia
Vjy4F4vGaSs,This is what I have to say about Ghana Elections 2024. Vote Wisely - Apostle Francis Amoako Attah,2024-12-02T12:26:38Z,2497,
9XtW-prKD9A,Election 2024: EC orders recall and reprinting of Eastern And Western ballot papers due to leakage,2024-12-01T20:16:25Z,2496,Politics|NDC|NPP|John Mahama|Bawumia|Election 2024|Ghana|Economic News|HomePage
OM1ZaLNuo4I,"NPP vs NDC, who wins Central region in Ghana’s 2024 elections?",2024-11-19T07:00:20Z,2482,Ghana|NPP|NDC|Bawumia|Mahama
hsOxZ3rEcAg,Election 2024: Sam George unhappy with low turnout at voting centres,2024-12-07T16:41:23Z,2474,Ghanaweb TV|Ghana|web|Africa|GhanaWeb|Ghana News|news|ghananews
eSe8QXiTvAg,"Election 2024: 700,000 first-time voters to participate in 2024 elections  | The Pulse (25-11-24)",2024-11-25T19:45:35Z,2401,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|The Pulse|Election 2024: 700|000 first-time voters to participate in 2024 elections | The Pulse (25-11-24)
dijLpIalVL4,Military Officers CLÅSHES With NDC Communicator As They Exchange Bl0ws: Ghana Elections 2024,2024-12-07T18:35:39Z,2295,Ghana 2024 elections|Ghana elections fight|Ghana 2024 election update|Amayaatv|AMA YAA TV|Ama yaa tv|Gossip24 Avenue|Headless YouTuber|Amazing tv Ghana|Kwadwo Sheldon studios|Despite media|tv3 media|Sompa tv|Ghpage tv|TrendsGh|Kwaku Manu tv|UTV Ghana online|Ghana elections result
42Q1IbIvv2Y,Election 2024: NPP backs police's decision to use force against potential violence. #AMShow,2024-11-22T07:28:39Z,2289,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Election 2024|NDC|IGP
Sj1EjoPVEC0,"Election 2024 and Matters Arising: Disputed results, vandalism, transition | Newsfile",2024-12-14T14:25:08Z,2259,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
09Epp20lpzQ,🇬🇭 Ghana Elections 2024 #safonewman #akokoa #ghanaentertainment #ghanapolitics #ghana,2024-11-15T11:52:51Z,2255,
JN5Mlvc0n_I,ELECTIONS 2024: EC DECLAREĎ RESULTS. PRESIDENT JOHN MAHAMA IS PRESIDENT ELECT 2024. GHANAIANS 🇬🇭 🇬🇭,2024-12-10T08:00:14Z,2216,
4t6efeI3Fy8,Election 2024: Ballot Papers arrive in Oti Region,2024-11-20T13:26:28Z,2205,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
A7vlaefqFpM,Watch THIS Before You Vote on December 7th | 2024 Ghana Elections,2024-12-02T20:54:33Z,2191,#YouthVoteGH|#BreakingThe8|#PeacefulElectionsGH|#Election2024GH|#GhanaDecides|#Election2024|#GoodLeadership|#GhanaPolitics|#RescueMissionGH
8MNo8cFEeJM,Election 2024: John Mahama will always be remembered for dumsor - Pres. Akufo-Addo,2024-10-17T13:10:02Z,2112,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
dGu3cUjRyIs,Ghana Decides 2024: Electoral Commission recalls ballot papers for Eastern and Western regions,2024-12-01T17:38:44Z,1973,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match|TheDayShow|ShowBiz360|TheDayShow With Berla Mundi|TV3TalentedKidz
